source_id,source_name,lat,lon,total_co2_emissions_2024
1566841,BMM Ispat Danapur steel plant,15.1702918825884,76.3777299529953,2570941.70661072
1566846,JSW Steel Salem steel plant,11.8137075796269,77.9186186847251,1812031.7632614155
1566848,SAIL IISCO steel plant,23.665568220239,86.9206111786802,4064073.996368234
1566849,SAIL Bhilai steel plant,21.1850719121147,81.3919548403863,9899611.72901309
1566850,SAIL Bokaro steel plant,23.6734705346737,86.1024025606056,6632734.064829068
1566851,SAIL Durgapur steel plant,23.55029743699,87.2466979567448,3171309.7647628845
1566852,SAIL Rourkela steel plant,22.2122078203923,84.8661243129208,5993207.635574939
1566853,Tata Steel Jamshedpur steel plant,22.7882898676171,86.200136477077,16660260.596266443
1566854,Tata Steel Kalinganagar steel plant,20.9683940841979,86.0111162492288,8359482.6155421985
1566855,RINL Vizag Steel plant,17.610667702512,83.1914801330947,10047972.643452428
1566856,Electrosteel Bokaro steel plant,23.6319500668139,86.2928419459616,2988505.4696822683
1566859,Neelachal Ispat Nigam steel plant,20.9993353240032,86.0224863703058,1447497.5795609534
1566861,Jindal Stainless Hisar steel plant,29.1270988008507,75.7728364576993,381183.5175008938
1566863,SAIL Alloy Steel Plant,23.5273377146328,87.2694792887318,28351.090004149017
1566864,Hospet Steels Hospet plant,15.3387589425867,76.2518977136739,984837.6676436624
1566865,Mesco Steel Kalinganagar plant,20.9796432257148,86.0431222155699,2148065.312404356
1566868,Arjas Steel Tadipatri plant,14.8764007409144,78.0431633011321,485856.92566099885
1567206,NMDC Nagarnar steel plant,19.0977310224178,82.166138071145,5062521.773601711
1567239,Evonith Value Steel Wardha Steel Plant,20.6961781182196,78.6389864578639,395476.8815751681
1567279,Jindal Stainless Jajpur steel plant,20.9559870998566,86.0521642618754,1062170.0660528329
32440769,JSW BPSL Jharsuguda steel plant,21.7592076459837,84.0208371345283,8031727.046534785
32440770,Tata Steel BSL Meramandali steel plant,20.7942396304886,85.2597979369664,8269373.128443746
32440772,ArcelorMittal Nippon Steel Hazira Plant,21.1112222596096,72.646251625566,15629376.592171958
32440773,JSPL Angul steel plant,20.8769371380661,84.9908870438005,9946164.174163831
32440774,JSPL Raigarh steel plant,21.9277533470018,83.3472521936435,6215022.179919668
32440775,JSW Steel Dolvi steel plant,18.6882350370792,73.03929614967,12629536.398046684
32440777,JSW Steel Vijayanagar steel plant,15.1792328983588,76.6590051871033,15964810.708918119
32440787,Tata Steel Long Products Gamharia steel plant,22.8098930915913,86.0872931951367,1775315.8902499368
32440788,JSW Steel Raigarh steel plant,21.9838997101759,83.2375476365648,1526770.3418729315
32440792,Jayaswal Neco Industries Raipur steel plant,21.3543017730781,81.6716595950287,2336452.6910073156
32440796,Jai Balaji Durgapur Unit IV steel plant,23.483840821931,87.3598631130927,440377.7132645127
32440799,Sunflag Iron and Steel plant,21.2329661621064,79.631504897561,807169.3298590243
42741414,Welspun Metallics Anjar Steel plant,23.1152973218831,70.0846616808686,396161.5122443688
42741420,Rashmi Metaliks Kharagpur steel plant,22.3627788277556,87.2990400884125,753336.5503559703
42741421,Godawari Power and Ispat Siltara steel plant,21.3758683849153,81.6821077622146,925738.6464105905
42741422,Prakash Industries Janjgir steel plant,22.0009997814009,82.6698876435685,1881049.8958591702
42741425,Jai Balaji Jyoti Steels Sundargarh plant,22.0846719749439,84.8614508398153,145425.70623449044
42741426,Orissa Sponge Iron and Steel plant,21.8020682910888,85.5661440306907,159652.13401829932
42741427,MSP Steel & Power Raigarh plant,21.8778595858676,83.5549836209604,608574.9663073786
42741773,Yazdani Steel and Power Kalinganagar steel plant,20.9256514649462,86.0399178165345,173878.56180210816
42741774,Rungta Mines Dhenkanal steel plant,20.761942583413,85.2952703808069,325627.12482940254
42741775,Orissa Metaliks Markuta steel plant,21.85722113435,83.9672028891609,165665.93163041736
42741776,JSW Vijayanagar Metallics steel plant,15.181816706471,76.6798287361174,3972589.456877091
42741807,Orissa Alloy Steel Kharagpur Plant,22.364258,87.309047,869392.8090105408
42741811,Shri Bajrang Power & Ispat Tilda Steel Plant,21.4856951313618,81.7709231274722,790357.0991004916
42741813,Shyam Steel Raghunathpur Steel Plant,23.590212,86.724603,667395.0287553514
42741822,Shyam Metalics Jamuria Steel Plant,23.6885480646202,87.1227780376124,1623379.1790285916
42741826,Shakambhari Ispat and Power Purulia Steel Plant,23.6142676422816,86.7896496343557,839359.2392447221
42741829,Shyam Metalics Sambalpur Steel Plant,21.6774900317253,84.0414111779149,2710924.8499146863
42741834,Orissa Metaliks Kharagpur Steel Plant,22.3771327128715,87.2794437065046,1422642.778380885
42741835,Mono Steel Gandhidham plant,23.3129343265958,70.2001913333633,1217149.9326147572
42741836,Shyam Steel Mejia Steel Plant,23.5637135367651,87.0864914521827,199169.9889733239
42741838,Nilachal Iron & Power Gamharia Steel Plant,22.8747990342361,86.0641015228102,156490.70562189733
42741848,N R Ispat and Power Raigarh steel plant,22.0124124205104,83.3306818294351,75874.2815136472
42741849,Adhunik Metaliks Kuanrmunda steel plant,22.3097259012441,84.76662293599,805235.8661304403
42741850,Rungta Mines Chaliyama steel plant,22.587757719913,85.9065844907533,1100177.0819478843
42741857,Crest Steel and Power Mangatta Steel Plant,21.1897679154952,81.2005855919292,205492.84576612784
42741859,Action Ispat and Power Jharsuguda steel plant,21.8398217169609,83.9828022974321,592767.8243253687
42741861,Gallantt Ispat Gorakhpur steel plant,26.7589246246907,83.2016399984677,834617.0966501192
48306442,Rungta Mines Karakhendra Steel Plant,22.140174,85.414616,420683.95506124035
